GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0500000US31109,31109,"Lancaster County, Nebraska",117048,1831,71052,2383,54874,2263,45996,2539,6.5,1.3,3.7,1.2,1.1,0.6,12.8,2.8,5.5,1.0,2.8,1.0,0.5,0.4,11.0,2.6,9.3,1.3,6.0,1.4,3.2,1.2,14.6,2.4,10.8,1.6,8.6,1.9,5.6,1.8,14.3,2.7,15.5,1.5,13.4,1.7,12.6,1.9,18.5,2.7,19.8,1.8,19.6,2.1,20.2,2.4,18.6,3.4,12.5,1.4,16.9,2.0,20.2,2.3,4.7,1.4,13.1,1.5,19.0,2.2,23.5,2.6,3.8,1.2,3.7,0.7,5.4,1.1,6.9,1.5,0.8,0.5,3.2,0.6,4.6,0.9,6.0,1.2,1.0,0.5,52019,1899,68592,4043,82442,2762,32481,2730,68052,2661,84112,3925,N,N,40550,2209,19.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.2,(X)
0500000US31153,31153,"Sarpy County, Nebraska",60375,1117,43493,1844,N,N,16882,1778,3.2,1.2,1.9,1.0,N,N,7.9,3.5,2.6,0.8,1.5,0.8,N,N,5.9,2.4,6.2,1.3,3.3,1.2,N,N,14.2,3.8,8.6,1.7,5.3,1.5,N,N,17.8,4.4,13.8,1.9,12.2,2.6,N,N,18.2,3.7,22.3,2.6,22.2,3.1,N,N,23.4,4.8,15.4,2.4,19.0,2.9,N,N,5.4,2.0,18.8,2.0,23.3,2.7,N,N,4.8,2.4,5.6,1.1,6.9,1.3,N,N,1.6,1.6,3.4,0.9,4.5,1.3,N,N,0.7,0.7,65706,4094,77373,3081,87341,4893,37326,3782,78907,3121,90155,3888,N,N,46178,4926,26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.5,(X)
0500000US32003,32003,"Clark County, Nevada",713577,6105,459735,8393,320352,7325,253842,7271,7.0,0.5,5.2,0.5,2.4,0.4,12.0,1.1,4.7,0.4,3.3,0.4,2.1,0.4,7.5,0.8,10.4,0.5,7.8,0.6,5.0,0.6,16.1,1.1,11.4,0.6,10.6,0.7,8.5,0.7,13.9,1.2,15.4,0.7,15.1,0.7,13.8,0.8,15.9,1.3,20.6,0.8,21.9,1.0,23.2,1.3,17.5,1.3,12.0,0.6,13.4,0.8,16.1,0.9,7.9,0.9,11.5,0.6,14.1,0.8,17.3,1.1,5.9,0.7,4.0,0.3,4.9,0.4,6.4,0.6,2.0,0.4,3.0,0.3,3.8,0.4,5.1,0.6,1.3,0.3,51057,747,58247,1118,68266,1712,35298,908,67150,1423,74958,1728,87770,2331,48937,2350,36.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X)
0500000US32031,32031,"Washoe County, Nevada",164597,2529,99936,3248,73298,2951,64661,3241,6.8,0.9,3.9,1.0,1.8,0.8,12.3,1.7,5.8,1.0,3.1,1.0,1.6,0.7,10.5,1.8,11.9,1.3,8.8,1.7,5.5,1.5,16.8,2.4,9.5,1.0,8.0,1.2,6.2,1.3,13.0,2.2,12.9,1.4,13.0,1.8,11.9,1.9,13.3,2.1,19.0,1.7,19.4,2.2,20.2,2.5,17.3,2.3,11.4,1.3,13.5,1.7,15.3,1.9,6.9,1.6,14.1,1.2,18.3,1.7,22.0,2.1,7.2,1.6,4.0,0.8,5.2,1.1,6.9,1.4,1.5,1.0,4.7,0.7,6.8,1.1,8.5,1.4,1.1,0.6,53588,3017,65250,2893,78390,3413,31840,2129,72974,2690,86782,3571,100047,4769,48392,4772,30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X)
0500000US33005,33005,"Cheshire County, New Hampshire",30603,988,19181,1466,N,N,11422,1192,8.1,2.8,3.2,2.8,N,N,16.2,5.4,5.0,1.6,3.3,2.5,N,N,10.8,3.3,11.2,3.2,7.9,3.2,N,N,16.1,5.5,8.5,2.3,9.0,3.4,N,N,10.1,3.8,14.9,3.0,14.9,3.9,N,N,15.2,4.8,20.7,3.8,20.1,4.0,N,N,20.5,6.4,14.5,2.5,18.9,3.2,N,N,4.7,2.6,12.1,2.0,15.9,3.1,N,N,4.4,2.1,2.6,1.2,3.8,1.7,N,N,0.0,1.2,2.7,1.2,3.0,1.6,N,N,2.1,1.5,51945,3307,63235,8460,76046,4117,31866,5303,64847,4496,75121,6368,N,N,43483,6346,36.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),42.7,(X)
0500000US33009,33009,"Grafton County, New Hampshire",35728,1499,21774,1247,N,N,13954,1324,5.9,2.0,2.2,1.5,N,N,12.2,4.5,4.3,1.9,1.4,0.9,N,N,8.8,4.3,10.5,2.7,6.1,2.3,N,N,17.6,5.5,10.0,2.3,6.6,2.1,N,N,16.6,5.1,14.3,2.3,15.8,2.9,N,N,14.0,4.8,22.1,3.1,24.4,3.5,N,N,15.6,4.5,11.9,2.5,15.5,3.4,N,N,8.4,3.9,12.3,2.5,16.0,3.3,N,N,4.0,2.9,3.4,1.3,4.9,2.0,N,N,0.6,0.7,5.3,1.5,7.3,2.0,N,N,2.2,2.3,56370,5530,68847,2684,77156,7250,31547,3278,73726,5821,90329,7623,N,N,44930,6969,24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.3,(X)
0500000US33011,33011,"Hillsborough County, New Hampshire",155036,2048,105458,3185,79742,3128,49578,3497,5.0,1.0,2.3,0.8,0.8,0.4,11.3,2.7,3.3,0.7,1.9,0.7,1.3,0.6,6.8,1.6,7.7,1.0,4.3,0.9,2.7,0.8,15.5,2.5,7.8,1.1,6.7,1.3,4.5,1.0,11.9,2.3,12.6,1.3,10.9,1.7,8.1,1.6,16.5,2.7,18.1,1.5,19.6,1.8,18.6,1.8,15.0,2.7,14.6,1.5,16.4,1.6,17.2,2.1,9.3,2.2,18.5,1.5,21.5,2.1,26.1,2.4,10.1,2.1,6.7,0.9,8.9,1.2,11.0,1.4,1.6,1.0,5.9,0.9,7.6,1.2,9.7,1.5,2.1,1.0,67574,3400,80983,2778,94967,2933,37208,2306,85775,3382,98737,4351,112452,5111,54427,4992,26.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.9,(X)
0500000US33013,33013,"Merrimack County, New Hampshire",55085,1407,36284,1855,29111,1844,18801,1816,4.6,1.3,3.0,1.3,1.0,0.8,8.5,2.9,5.1,1.4,2.0,1.3,0.6,0.5,11.4,3.5,6.7,1.2,3.7,1.4,2.4,1.2,13.6,2.8,8.7,1.6,5.3,1.9,4.2,1.9,15.4,3.3,13.4,2.4,11.1,2.3,8.7,1.9,18.2,4.4,18.3,2.5,20.2,3.2,19.3,3.7,13.7,3.6,15.8,2.2,18.1,2.9,20.8,3.4,10.8,3.5,18.2,2.3,24.2,3.2,28.3,3.7,5.3,1.9,5.9,1.2,8.1,1.7,9.9,2.1,1.4,1.1,3.4,1.1,4.3,1.5,4.8,1.7,1.6,1.4,65662,4441,81022,4358,91595,5807,36062,4588,78120,3701,92313,4999,N,N,47715,4648,25.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.1,(X)
0500000US33015,33015,"Rockingham County, New Hampshire",117890,1903,80620,2741,66120,2946,37270,2707,2.9,0.8,1.2,0.6,0.4,0.3,6.9,2.3,3.3,0.8,0.8,0.5,0.2,0.2,8.6,2.4,7.3,1.3,4.1,1.2,1.5,0.6,14.8,3.2,6.8,1.1,4.6,1.3,3.9,1.4,11.5,2.3,10.8,1.6,9.1,1.5,8.1,1.6,16.0,3.3,19.1,1.9,18.2,2.0,17.6,2.1,21.5,3.8,15.2,1.7,17.8,2.4,18.9,2.5,8.7,2.5,18.8,1.5,23.3,2.1,25.3,2.5,8.0,2.3,7.9,1.0,10.2,1.4,11.8,1.6,2.1,1.2,8.0,1.3,10.6,1.8,12.4,2.2,1.9,1.2,74782,4142,90275,3555,98858,4926,42089,3187,96790,4913,114159,6655,N,N,55682,4814,28.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.7,(X)
0500000US33017,33017,"Strafford County, New Hampshire",47528,1228,32131,1821,N,N,15397,1754,4.8,1.7,3.4,1.8,N,N,8.5,4.1,4.5,1.8,1.1,1.0,N,N,12.0,5.1,9.6,2.2,9.6,3.2,N,N,14.7,4.2,8.5,2.4,7.6,2.7,N,N,12.3,4.2,14.4,3.0,11.9,3.4,N,N,15.4,4.9,20.6,3.0,20.4,4.0,N,N,19.7,5.6,12.0,2.5,12.5,2.7,N,N,8.6,4.2,15.7,2.8,20.2,3.4,N,N,6.6,4.0,8.1,2.2,10.6,3.0,N,N,2.2,2.2,1.9,0.8,2.7,1.2,N,N,0.0,0.9,60692,4127,69264,4889,82717,9250,37147,7501,73117,4412,83690,5427,N,N,45967,5828,23.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.2,(X)
0500000US34001,34001,"Atlantic County, New Jersey",101721,2722,69797,2875,45910,2612,31924,2294,7.0,1.2,5.4,1.7,2.5,1.4,13.0,2.2,5.7,1.1,4.8,1.4,2.3,1.4,8.4,2.1,11.7,1.6,10.3,2.1,5.4,1.7,15.5,2.9,9.4,1.4,6.7,1.5,5.1,1.5,15.6,3.1,13.7,1.7,12.6,2.0,11.2,2.7,16.0,2.9,20.0,2.0,20.5,2.7,22.1,3.3,17.8,3.1,11.5,1.4,12.8,1.7,15.6,2.5,6.2,1.8,12.9,1.6,16.6,2.2,21.3,3.0,4.5,1.5,4.0,0.8,5.2,1.1,6.9,1.6,1.0,0.8,4.2,0.8,5.1,1.0,7.6,1.6,1.9,1.1,52127,2250,60615,2370,77081,6320,32435,3471,69941,2956,79405,4223,N,N,45070,4168,37.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X)
0500000US34003,34003,"Bergen County, New Jersey",338063,3017,241689,4979,186179,4808,96374,4358,4.6,0.6,2.7,0.6,1.0,0.4,10.4,1.6,3.2,0.6,2.1,0.5,1.5,0.6,6.4,1.3,6.9,0.7,4.5,0.7,2.6,0.5,12.8,1.7,6.8,0.7,4.5,0.7,3.8,0.7,12.3,2.0,10.0,0.9,9.1,0.9,7.6,1.1,12.5,1.8,14.6,1.0,14.0,1.1,12.1,1.2,16.2,2.1,12.3,1.0,13.0,1.2,13.1,1.3,10.3,1.3,17.0,0.9,19.0,1.1,21.2,1.3,11.0,1.7,10.6,0.9,13.0,1.1,15.1,1.3,4.5,1.2,14.2,0.7,18.1,1.1,21.9,1.3,3.6,0.8,81670,1288,100242,3980,120481,3612,45202,3494,116561,2886,136333,3803,153842,4728,62329,2931,32.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X)
0500000US34005,34005,"Burlington County, New Jersey",162245,2421,114020,3104,87745,3424,48225,2868,3.0,0.6,1.9,0.6,0.5,0.3,6.1,1.5,2.4,0.5,1.1,0.4,0.6,0.3,5.5,1.4,6.2,0.8,3.6,0.8,2.3,0.7,12.7,2.1,5.8,0.8,4.2,0.8,3.4,0.7,9.4,2.1,10.5,1.2,8.3,1.3,6.7,1.2,16.7,3.1,20.6,1.5,20.1,1.6,16.8,1.6,22.8,3.2,15.9,1.2,16.6,1.4,17.2,1.7,13.8,2.7,18.9,1.3,22.6,1.6,25.8,2.0,8.5,1.9,8.8,0.9,11.0,1.2,13.7,1.5,2.9,1.1,7.9,0.7,10.5,1.0,13.0,1.3,1.5,0.7,77398,2511,90460,2882,103047,3480,49275,4083,96658,2318,110745,2826,124226,3624,60350,4832,29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.4,(X)
0500000US34007,34007,"Camden County, New Jersey",185774,2766,124322,3473,81397,3023,61452,3224,8.3,1.2,5.6,1.1,1.2,0.6,16.8,2.8,5.0,0.8,3.6,1.0,1.7,0.7,9.2,1.7,10.6,1.1,6.8,1.3,3.4,1.0,17.7,2.5,8.1,1.0,7.9,1.1,4.0,1.0,9.7,1.9,10.9,1.3,9.8,1.3,8.5,1.4,12.1,2.0,17.5,1.5,17.2,1.7,17.0,2.1,16.6,2.5,13.1,1.1,14.6,1.5,16.7,1.9,9.4,1.9,15.4,1.2,19.6,1.6,25.9,2.2,5.6,1.5,6.7,1.0,9.0,1.3,12.8,1.9,1.7,1.0,4.4,0.7,5.8,0.8,8.6,1.3,1.3,0.5,58006,3347,73438,3287,96448,4212,31181,3042,77296,2772,91194,3828,113604,5634,44354,2858,37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X)
0500000US34009,34009,"Cape May County, New Jersey",38210,2310,24467,1830,N,N,13743,1677,5.5,1.5,3.8,1.8,N,N,10.4,3.8,5.6,1.6,2.7,1.7,N,N,10.8,3.3,7.7,2.0,2.4,1.2,N,N,17.3,4.4,9.4,2.2,6.2,1.9,N,N,14.5,4.3,14.4,2.4,12.1,3.0,N,N,18.2,4.1,18.1,2.5,19.9,3.6,N,N,14.4,3.7,12.6,2.2,16.2,3.2,N,N,6.3,2.9,17.2,2.3,24.8,3.6,N,N,4.0,2.0,4.7,1.2,5.8,1.7,N,N,2.4,2.2,4.7,1.2,6.2,1.7,N,N,1.7,1.3,60560,4810,78756,6240,84076,8185,32131,4140,76676,3952,92169,5370,N,N,47424,6824,30.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X)
0500000US34011,34011,"Cumberland County, New Jersey",50066,1590,35038,2036,22063,1783,15028,1790,9.8,2.2,8.0,2.5,1.3,0.9,17.9,6.3,8.6,2.7,5.2,2.2,3.4,2.3,16.5,5.2,11.3,2.1,9.5,2.3,6.2,2.6,17.2,4.7,10.8,2.2,8.7,2.4,7.9,3.0,15.2,4.4,14.2,2.8,15.9,3.4,16.6,4.0,9.2,3.6,13.9,2.4,16.1,2.8,19.7,3.7,8.4,3.6,14.4,2.4,14.8,2.5,14.7,3.8,12.4,4.6,12.5,2.2,15.8,2.9,21.4,4.3,2.9,1.9,2.1,0.7,2.6,0.8,3.9,1.4,0.3,0.6,2.4,1.0,3.4,1.5,5.0,2.3,0.0,1.1,45978,2820,52969,4995,66782,8938,23351,6035,59490,3681,68156,4853,N,N,34318,4333,35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X)
0500000US34013,34013,"Essex County, New Jersey",277102,2922,185121,4392,108361,3630,91981,3910,9.6,0.8,6.4,0.8,1.3,0.5,17.3,2.0,5.1,0.7,4.1,0.6,1.6,0.6,8.3,1.5,11.5,1.0,9.4,1.1,3.9,1.0,16.3,1.8,9.4,0.9,8.6,1.1,6.3,1.2,11.5,1.8,12.0,0.9,11.0,1.1,8.1,1.2,14.1,2.2,15.3,1.0,15.2,1.2,14.7,1.6,15.3,1.9,9.8,0.9,10.8,1.0,12.8,1.4,6.7,1.4,12.3,0.9,14.3,1.2,19.5,1.8,7.1,1.4,5.9,0.6,8.1,0.9,12.1,1.4,1.6,0.6,8.9,0.7,12.1,1.0,19.6,1.7,1.8,0.8,53610,2515,65415,2380,102025,5369,31348,1395,86464,2800,104283,3823,144451,6155,46383,2762,38.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X)
0500000US34015,34015,"Gloucester County, New Jersey",103864,1600,76590,2317,56585,2281,27274,2128,3.9,0.9,2.8,1.0,1.3,0.5,8.6,2.6,3.4,1.0,2.6,1.1,0.6,0.4,6.1,2.0,7.6,1.4,5.4,1.5,3.5,1.1,14.0,3.5,7.5,1.2,6.1,1.3,4.0,1.3,12.4,3.1,12.2,1.5,9.9,1.6,8.5,1.5,18.6,3.6,17.8,1.7,18.1,2.1,17.1,2.3,18.9,3.8,13.1,1.7,13.1,1.9,13.5,2.1,11.5,3.7,19.9,1.9,24.0,2.3,28.1,2.7,6.4,2.6,8.9,1.3,10.7,1.6,13.8,2.0,2.4,1.1,5.8,1.1,7.4,1.4,9.7,1.8,1.1,0.8,71355,2905,84723,4756,101236,2925,41286,4440,87410,3223,98616,4102,N,N,51273,4271,29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.6,(X)
0500000US34017,34017,"Hudson County, New Jersey",247490,2907,149585,3912,94042,3796,97905,3885,8.7,0.9,5.4,1.1,2.7,0.9,14.6,1.7,5.4,0.7,4.3,0.8,2.2,0.6,7.4,1.4,11.7,1.2,11.9,1.5,8.1,1.6,12.6,1.7,8.3,0.8,8.4,1.2,6.0,1.2,8.2,1.3,10.8,1.1,12.1,1.5,10.1,1.6,8.7,1.2,16.5,1.1,16.7,1.5,17.4,1.8,15.9,1.9,11.0,1.1,11.1,1.4,13.1,1.8,10.4,1.7,13.5,1.0,14.2,1.5,18.2,2.1,11.6,1.6,6.5,0.7,7.2,1.1,9.8,1.5,4.8,0.9,7.6,0.8,8.6,1.1,12.4,1.6,5.8,1.2,56079,1860,59891,3434,80961,4712,47173,4922,82118,2627,88560,4341,110116,5790,68693,4291,40.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.0,(X)
0500000US34019,34019,"Hunterdon County, New Jersey",45792,1287,34067,1713,N,N,11725,1304,2.8,1.4,1.1,0.7,N,N,8.2,5.0,2.0,0.9,0.4,0.4,N,N,6.8,3.2,4.2,1.3,0.8,0.7,N,N,14.6,5.0,3.6,1.3,2.5,1.4,N,N,6.7,2.8,10.6,2.2,7.9,2.4,N,N,18.1,4.9,11.4,2.2,10.9,2.5,N,N,14.7,4.5,10.7,2.0,10.3,2.3,N,N,11.1,3.3,19.9,2.4,24.0,3.0,N,N,9.7,3.7,14.2,2.7,17.2,3.2,N,N,3.1,2.1,20.6,2.7,25.0,3.4,N,N,7.1,3.8,110457,8455,129509,11207,142404,10240,46583,4853,144793,11864,164040,14509,N,N,82142,19381,26.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.8,(X)
0500000US34021,34021,"Mercer County, New Jersey",131623,2344,89592,3195,66110,3192,42031,2859,6.0,1.0,3.2,1.0,0.6,0.4,13.1,2.8,4.7,1.1,2.5,1.0,1.4,0.9,9.6,2.5,8.2,1.4,7.2,1.8,4.4,1.9,12.0,2.6,6.7,1.1,5.3,1.1,3.5,1.0,10.4,2.0,9.7,1.5,8.6,1.6,6.9,1.8,11.2,2.8,18.2,1.4,15.8,1.9,14.4,2.6,22.5,3.3,12.1,1.6,12.9,1.9,14.1,2.3,10.1,2.2,14.9,1.6,18.4,2.1,22.2,2.5,6.9,2.1,8.8,1.2,12.0,1.6,14.2,1.9,2.2,1.2,10.6,1.0,14.2,1.5,18.4,1.9,1.9,1.0,70857,2063,90633,5794,109855,5053,41109,5100,99334,3988,119651,5716,141002,7055,52246,3832,29.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.0,(X)
0500000US34023,34023,"Middlesex County, New Jersey",283211,2618,203405,3377,156085,4067,79806,3632,4.8,0.7,2.4,0.6,1.1,0.5,12.0,1.8,3.2,0.4,1.9,0.4,1.0,0.4,6.9,1.2,7.2,0.9,4.9,0.9,2.2,0.6,14.0,2.2,7.3,0.8,5.5,0.8,4.5,0.8,11.6,1.8,10.1,0.9,9.4,0.9,7.5,1.0,12.5,2.0,16.3,1.0,15.7,1.1,14.9,1.3,17.7,2.1,13.6,0.9,14.9,1.1,15.5,1.1,9.3,1.5,20.2,1.2,23.0,1.3,26.0,1.6,11.8,1.8,8.7,0.8,11.0,1.0,13.2,1.3,2.7,1.0,8.6,0.7,11.3,1.0,14.1,1.2,1.5,0.6,76848,2276,91153,1650,103549,3147,40045,3128,94334,2198,108283,2892,121766,3221,55261,3096,31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X)
0500000US34025,34025,"Monmouth County, New Jersey",232158,2838,164357,3452,127993,3427,67801,3376,4.1,0.6,2.1,0.5,0.6,0.3,9.9,2.0,3.2,0.5,1.2,0.5,0.5,0.3,8.3,1.5,5.8,0.8,3.4,0.7,2.0,0.6,12.1,1.6,7.5,0.8,5.6,0.9,4.0,0.9,12.2,2.0,9.8,1.0,7.9,1.2,5.9,1.2,13.7,2.0,14.0,1.1,13.5,1.3,11.1,1.3,16.3,2.2,13.0,1.0,13.6,1.3,14.0,1.4,11.4,1.8,19.1,1.1,22.7,1.5,25.9,1.7,9.1,1.6,10.5,1.0,12.9,1.3,15.2,1.4,4.2,1.5,13.0,1.0,17.0,1.3,20.8,1.6,2.8,0.9,83749,2555,104285,3965,121454,3178,44284,4774,112183,3523,132951,4193,150980,4878,58171,3260,37.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.5,(X)
0500000US34027,34027,"Morris County, New Jersey",178951,2464,127593,3059,105412,3407,51358,2807,2.4,0.6,1.0,0.4,0.4,0.3,6.1,1.9,2.5,0.6,1.1,0.5,0.9,0.7,6.1,1.8,4.8,0.8,2.7,0.8,1.8,0.8,10.6,2.4,4.8,0.8,3.5,0.9,2.0,0.7,8.1,1.9,7.5,1.0,6.2,1.0,4.5,1.0,11.9,2.5,13.5,1.3,11.7,1.3,10.3,1.3,20.0,2.9,14.3,1.5,13.6,1.7,13.6,1.8,14.5,2.7,20.6,1.5,22.8,1.9,23.7,2.1,13.9,2.4,11.7,1.1,14.2,1.3,16.3,1.5,4.6,1.3,17.9,1.2,23.1,1.5,26.4,1.7,4.4,1.4,100176,2380,120268,3637,133774,4624,57030,4830,137202,4687,161494,5899,177188,7077,73313,4412,26.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.5,(X)
0500000US34029,34029,"Ocean County, New Jersey",217698,3563,145684,4349,114288,4106,72014,3332,4.2,0.7,2.6,0.7,1.6,0.6,8.1,1.9,5.3,0.9,2.0,0.6,2.1,0.8,12.5,2.5,10.7,1.0,5.5,1.0,4.0,0.8,21.5,2.3,9.1,0.9,7.3,1.2,6.1,1.0,13.3,1.7,12.7,1.1,11.6,1.3,10.6,1.5,14.0,2.4,18.1,1.4,20.7,1.7,19.6,1.9,14.7,2.3,12.6,1.2,15.5,1.4,15.6,1.7,6.8,1.7,16.9,1.3,20.8,1.8,23.6,2.1,6.6,1.5,5.8,0.7,8.0,1.1,9.6,1.4,1.1,0.4,4.6,0.7,6.0,0.9,7.3,1.1,1.3,0.6,60227,2316,75328,2779,85015,3409,30899,1804,78303,2548,92713,3317,101360,3833,45708,3094,30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X)
0500000US34031,34031,"Passaic County, New Jersey",161331,1920,120135,2364,78546,2877,41196,2442,7.5,1.1,5.2,1.2,1.1,0.5,16.5,2.9,5.7,0.9,4.1,0.9,1.6,0.7,10.6,2.3,10.0,1.2,8.5,1.3,6.1,1.5,14.4,2.9,9.1,1.1,9.7,1.4,7.6,1.4,9.0,2.0,11.9,1.2,11.5,1.5,9.6,1.8,13.4,2.2,14.7,1.2,14.2,1.5,13.8,1.9,14.1,2.4,11.7,1.3,13.2,1.5,14.4,1.9,7.4,2.3,15.3,1.3,16.9,1.6,22.4,2.2,8.5,1.9,7.3,1.1,8.8,1.4,12.4,2.1,2.7,1.2,6.9,0.9,7.9,1.2,11.1,1.8,3.4,1.6,58898,3312,67796,4716,92975,3644,34334,6618,82360,3578,90046,4453,N,N,54421,6245,39.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.8,(X)
