"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"2011"	"2011"	"Franklin County, OH"	"39049"	"Other synthetic narcotics"	"T40.4"	37	1178799	3.1
	"2011"	"2011"	"Franklin County, OH"	"39049"	"Cocaine"	"T40.5"	65	1178799	5.5
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Heroin"	"T40.1"	72	800362	9.0
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Other opioids"	"T40.2"	44	800362	5.5
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Methadone"	"T40.3"	13	800362	Unreliable
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Other synthetic narcotics"	"T40.4"	10	800362	Unreliable
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Cocaine"	"T40.5"	53	800362	6.6
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Other and unspecified narcotics"	"T40.6"	13	800362	Unreliable
	"2011"	"2011"	"Lake County, OH"	"39085"	"Heroin"	"T40.1"	14	229885	Unreliable
	"2011"	"2011"	"Lake County, OH"	"39085"	"Other opioids"	"T40.2"	26	229885	11.3
	"2011"	"2011"	"Lake County, OH"	"39085"	"Cocaine"	"T40.5"	11	229885	Unreliable
	"2011"	"2011"	"Lawrence County, OH"	"39087"	"Other opioids"	"T40.2"	15	62489	Unreliable
	"2011"	"2011"	"Lucas County, OH"	"39095"	"Other opioids"	"T40.2"	18	440005	Unreliable
	"2011"	"2011"	"Mahoning County, OH"	"39099"	"Heroin"	"T40.1"	12	237270	Unreliable
	"2011"	"2011"	"Mahoning County, OH"	"39099"	"Other opioids"	"T40.2"	29	237270	12.2
	"2011"	"2011"	"Mahoning County, OH"	"39099"	"Cocaine"	"T40.5"	12	237270	Unreliable
	"2011"	"2011"	"Medina County, OH"	"39103"	"Other opioids"	"T40.2"	13	173262	Unreliable
	"2011"	"2011"	"Montgomery County, OH"	"39113"	"Heroin"	"T40.1"	24	537602	4.5
	"2011"	"2011"	"Montgomery County, OH"	"39113"	"Other opioids"	"T40.2"	12	537602	Unreliable
	"2011"	"2011"	"Montgomery County, OH"	"39113"	"Methadone"	"T40.3"	19	537602	Unreliable
	"2011"	"2011"	"Montgomery County, OH"	"39113"	"Cocaine"	"T40.5"	24	537602	4.5
	"2011"	"2011"	"Ross County, OH"	"39141"	"Other opioids"	"T40.2"	11	78249	Unreliable
	"2011"	"2011"	"Stark County, OH"	"39151"	"Heroin"	"T40.1"	13	375087	Unreliable
	"2011"	"2011"	"Stark County, OH"	"39151"	"Other opioids"	"T40.2"	18	375087	Unreliable
	"2011"	"2011"	"Stark County, OH"	"39151"	"Cocaine"	"T40.5"	16	375087	Unreliable
	"2011"	"2011"	"Stark County, OH"	"39151"	"Cannabis (derivatives)"	"T40.7"	14	375087	Unreliable
	"2011"	"2011"	"Summit County, OH"	"39153"	"Heroin"	"T40.1"	10	539832	Unreliable
	"2011"	"2011"	"Summit County, OH"	"39153"	"Other opioids"	"T40.2"	16	539832	Unreliable
	"2011"	"2011"	"Trumbull County, OH"	"39155"	"Heroin"	"T40.1"	20	209264	9.6
	"2011"	"2011"	"Trumbull County, OH"	"39155"	"Other opioids"	"T40.2"	12	209264	Unreliable
	"2011"	"2011"	"Canadian County, OK"	"40017"	"Other opioids"	"T40.2"	12	119492	Unreliable
	"2011"	"2011"	"Carter County, OK"	"40019"	"Other opioids"	"T40.2"	12	48096	Unreliable
	"2011"	"2011"	"Cleveland County, OK"	"40027"	"Other opioids"	"T40.2"	17	261281	Unreliable
	"2011"	"2011"	"Muskogee County, OK"	"40101"	"Other opioids"	"T40.2"	12	71003	Unreliable
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"Other opioids"	"T40.2"	66	732371	9.0
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"Methadone"	"T40.3"	15	732371	Unreliable
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"Other synthetic narcotics"	"T40.4"	13	732371	Unreliable
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"Cocaine"	"T40.5"	15	732371	Unreliable
	"2011"	"2011"	"Pontotoc County, OK"	"40123"	"Other opioids"	"T40.2"	12	37799	Unreliable
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"Other opioids"	"T40.2"	52	610599	8.5
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"Methadone"	"T40.3"	18	610599	Unreliable
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"Other synthetic narcotics"	"T40.4"	10	610599	Unreliable
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"Cocaine"	"T40.5"	10	610599	Unreliable
	"2011"	"2011"	"Clackamas County, OR"	"41005"	"Heroin"	"T40.1"	11	380207	Unreliable
	"2011"	"2011"	"Clackamas County, OR"	"41005"	"Other opioids"	"T40.2"	18	380207	Unreliable
	"2011"	"2011"	"Clackamas County, OR"	"41005"	"Methadone"	"T40.3"	10	380207	Unreliable
	"2011"	"2011"	"Jackson County, OR"	"41029"	"Other opioids"	"T40.2"	11	204822	Unreliable
	"2011"	"2011"	"Jackson County, OR"	"41029"	"Methadone"	"T40.3"	10	204822	Unreliable
	"2011"	"2011"	"Lane County, OR"	"41039"	"Heroin"	"T40.1"	16	353416	Unreliable
	"2011"	"2011"	"Lane County, OR"	"41039"	"Other opioids"	"T40.2"	18	353416	Unreliable
	"2011"	"2011"	"Multnomah County, OR"	"41051"	"Heroin"	"T40.1"	67	748031	9.0
	"2011"	"2011"	"Multnomah County, OR"	"41051"	"Other opioids"	"T40.2"	38	748031	5.1
	"2011"	"2011"	"Multnomah County, OR"	"41051"	"Methadone"	"T40.3"	21	748031	2.8
	"2011"	"2011"	"Multnomah County, OR"	"41051"	"Cocaine"	"T40.5"	16	748031	Unreliable
	"2011"	"2011"	"Washington County, OR"	"41067"	"Heroin"	"T40.1"	12	540410	Unreliable
	"2011"	"2011"	"Washington County, OR"	"41067"	"Other opioids"	"T40.2"	16	540410	Unreliable
	"2011"	"2011"	"Allegheny County, PA"	"42003"	"Heroin"	"T40.1"	85	1227066	6.9
	"2011"	"2011"	"Allegheny County, PA"	"42003"	"Other opioids"	"T40.2"	96	1227066	7.8
	"2011"	"2011"	"Allegheny County, PA"	"42003"	"Methadone"	"T40.3"	24	1227066	2.0
	"2011"	"2011"	"Allegheny County, PA"	"42003"	"Other synthetic narcotics"	"T40.4"	11	1227066	Unreliable
	"2011"	"2011"	"Allegheny County, PA"	"42003"	"Cocaine"	"T40.5"	78	1227066	6.4
	"2011"	"2011"	"Beaver County, PA"	"42007"	"Other opioids"	"T40.2"	14	170414	Unreliable
	"2011"	"2011"	"Berks County, PA"	"42011"	"Heroin"	"T40.1"	14	412778	Unreliable
	"2011"	"2011"	"Berks County, PA"	"42011"	"Cocaine"	"T40.5"	13	412778	Unreliable
	"2011"	"2011"	"Bucks County, PA"	"42017"	"Heroin"	"T40.1"	16	626854	Unreliable
	"2011"	"2011"	"Butler County, PA"	"42019"	"Other opioids"	"T40.2"	13	184848	Unreliable
	"2011"	"2011"	"Delaware County, PA"	"42045"	"Heroin"	"T40.1"	14	559494	Unreliable
	"2011"	"2011"	"Delaware County, PA"	"42045"	"Other opioids"	"T40.2"	10	559494	Unreliable
	"2011"	"2011"	"Fayette County, PA"	"42051"	"Cocaine"	"T40.5"	13	136097	Unreliable
	"2011"	"2011"	"Fayette County, PA"	"42051"	"Other and unspecified narcotics"	"T40.6"	25	136097	18.4
	"2011"	"2011"	"Franklin County, PA"	"42055"	"Other opioids"	"T40.2"	10	150811	Unreliable
	"2011"	"2011"	"Lackawanna County, PA"	"42069"	"Other opioids"	"T40.2"	22	214166	10.3
	"2011"	"2011"	"Lackawanna County, PA"	"42069"	"Other synthetic narcotics"	"T40.4"	11	214166	Unreliable
	"2011"	"2011"	"Lawrence County, PA"	"42073"	"Other opioids"	"T40.2"	12	90535	Unreliable
	"2011"	"2011"	"Montgomery County, PA"	"42091"	"Heroin"	"T40.1"	28	804210	3.5
	"2011"	"2011"	"Montgomery County, PA"	"42091"	"Other opioids"	"T40.2"	28	804210	3.5
	"2011"	"2011"	"Montgomery County, PA"	"42091"	"Methadone"	"T40.3"	10	804210	Unreliable
	"2011"	"2011"	"Montgomery County, PA"	"42091"	"Other synthetic narcotics"	"T40.4"	13	804210	Unreliable
	"2011"	"2011"	"Montgomery County, PA"	"42091"	"Cocaine"	"T40.5"	24	804210	3.0
	"2011"	"2011"	"Philadelphia County, PA"	"42101"	"Heroin"	"T40.1"	11	1536471	Unreliable
	"2011"	"2011"	"Philadelphia County, PA"	"42101"	"Cocaine"	"T40.5"	36	1536471	2.3
	"2011"	"2011"	"Washington County, PA"	"42125"	"Other opioids"	"T40.2"	25	208282	12.0
	"2011"	"2011"	"Washington County, PA"	"42125"	"Cocaine"	"T40.5"	11	208282	Unreliable
	"2011"	"2011"	"Kent County, RI"	"44003"	"Other opioids"	"T40.2"	12	165535	Unreliable
	"2011"	"2011"	"Kent County, RI"	"44003"	"Cocaine"	"T40.5"	12	165535	Unreliable
	"2011"	"2011"	"Kent County, RI"	"44003"	"Other and unspecified narcotics"	"T40.6"	12	165535	Unreliable
	"2011"	"2011"	"Providence County, RI"	"44007"	"Other opioids"	"T40.2"	41	626709	6.5
	"2011"	"2011"	"Providence County, RI"	"44007"	"Methadone"	"T40.3"	18	626709	Unreliable
	"2011"	"2011"	"Providence County, RI"	"44007"	"Cocaine"	"T40.5"	31	626709	4.9
	"2011"	"2011"	"Providence County, RI"	"44007"	"Other and unspecified narcotics"	"T40.6"	29	626709	4.6
	"2011"	"2011"	"Charleston County, SC"	"45019"	"Other opioids"	"T40.2"	13	357704	Unreliable
	"2011"	"2011"	"Greenville County, SC"	"45045"	"Other opioids"	"T40.2"	36	461299	7.8
	"2011"	"2011"	"Greenville County, SC"	"45045"	"Cocaine"	"T40.5"	14	461299	Unreliable
	"2011"	"2011"	"Pickens County, SC"	"45077"	"Other opioids"	"T40.2"	15	119574	Unreliable
	"2011"	"2011"	"Anderson County, TN"	"47001"	"Other opioids"	"T40.2"	16	75233	Unreliable
	"2011"	"2011"	"Bradley County, TN"	"47011"	"Other opioids"	"T40.2"	10	100055	Unreliable
	"2011"	"2011"	"Campbell County, TN"	"47013"	"Other opioids"	"T40.2"	11	40512	Unreliable
	"2011"	"2011"	"Cheatham County, TN"	"47021"	"Other opioids"	"T40.2"	10	39078	Unreliable
	"2011"	"2011"	"Davidson County, TN"	"47037"	"Other opioids"	"T40.2"	53	635475	8.3
	"2011"	"2011"	"Davidson County, TN"	"47037"	"Methadone"	"T40.3"	12	635475	Unreliable
	"2011"	"2011"	"Davidson County, TN"	"47037"	"Cocaine"	"T40.5"	35	635475	5.5
	"2011"	"2011"	"Hamblen County, TN"	"47063"	"Other opioids"	"T40.2"	18	63062	Unreliable
	"2011"	"2011"	"Hamilton County, TN"	"47065"	"Other opioids"	"T40.2"	23	340855	6.7
	"2011"	"2011"	"Knox County, TN"	"47093"	"Other opioids"	"T40.2"	53	436929	12.1
	"2011"	"2011"	"Knox County, TN"	"47093"	"Cocaine"	"T40.5"	15	436929	Unreliable
	"2011"	"2011"	"Roane County, TN"	"47145"	"Other and unspecified narcotics"	"T40.6"	14	53838	Unreliable
	"2011"	"2011"	"Rutherford County, TN"	"47149"	"Other opioids"	"T40.2"	15	268921	Unreliable
	"2011"	"2011"	"Shelby County, TN"	"47157"	"Other opioids"	"T40.2"	39	935088	4.2
	"2011"	"2011"	"Shelby County, TN"	"47157"	"Methadone"	"T40.3"	10	935088	Unreliable
	"2011"	"2011"	"Shelby County, TN"	"47157"	"Cocaine"	"T40.5"	42	935088	4.5
	"2011"	"2011"	"Wilson County, TN"	"47189"	"Other opioids"	"T40.2"	12	116617	Unreliable
	"2011"	"2011"	"Bexar County, TX"	"48029"	"Heroin"	"T40.1"	99	1756153	5.6
	"2011"	"2011"	"Bexar County, TX"	"48029"	"Other opioids"	"T40.2"	40	1756153	2.3
	"2011"	"2011"	"Bexar County, TX"	"48029"	"Methadone"	"T40.3"	21	1756153	1.2
	"2011"	"2011"	"Bexar County, TX"	"48029"	"Cocaine"	"T40.5"	85	1756153	4.8
	"2011"	"2011"	"Bexar County, TX"	"48029"	"Other and unspecified narcotics"	"T40.6"	18	1756153	Unreliable
	"2011"	"2011"	"Brazoria County, TX"	"48039"	"Other opioids"	"T40.2"	11	319973	Unreliable
	"2011"	"2011"	"Collin County, TX"	"48085"	"Heroin"	"T40.1"	17	812226	Unreliable
	"2011"	"2011"	"Collin County, TX"	"48085"	"Other opioids"	"T40.2"	19	812226	Unreliable
	"2011"	"2011"	"Dallas County, TX"	"48113"	"Heroin"	"T40.1"	59	2416014	2.4
	"2011"	"2011"	"Dallas County, TX"	"48113"	"Other opioids"	"T40.2"	27	2416014	1.1
	"2011"	"2011"	"Dallas County, TX"	"48113"	"Cocaine"	"T40.5"	90	2416014	3.7
	"2011"	"2011"	"Dallas County, TX"	"48113"	"Other and unspecified narcotics"	"T40.6"	16	2416014	Unreliable
	"2011"	"2011"	"Denton County, TX"	"48121"	"Heroin"	"T40.1"	10	686406	Unreliable
	"2011"	"2011"	"El Paso County, TX"	"48141"	"Other and unspecified narcotics"	"T40.6"	20	820790	2.4
	"2011"	"2011"	"Fort Bend County, TX"	"48157"	"Other opioids"	"T40.2"	11	606953	Unreliable
	"2011"	"2011"	"Galveston County, TX"	"48167"	"Other opioids"	"T40.2"	14	295747	Unreliable
	"2011"	"2011"	"Harris County, TX"	"48201"	"Heroin"	"T40.1"	26	4180894	0.6
	"2011"	"2011"	"Harris County, TX"	"48201"	"Other opioids"	"T40.2"	165	4180894	3.9
	"2011"	"2011"	"Harris County, TX"	"48201"	"Methadone"	"T40.3"	35	4180894	0.8
	"2011"	"2011"	"Harris County, TX"	"48201"	"Other synthetic narcotics"	"T40.4"	30	4180894	0.7
	"2011"	"2011"	"Harris County, TX"	"48201"	"Cocaine"	"T40.5"	140	4180894	3.3
	"2011"	"2011"	"Jefferson County, TX"	"48245"	"Other opioids"	"T40.2"	13	252802	Unreliable
	"2011"	"2011"	"Montgomery County, TX"	"48339"	"Other opioids"	"T40.2"	17	471734	Unreliable
	"2011"	"2011"	"Nueces County, TX"	"48355"	"Heroin"	"T40.1"	11	343281	Unreliable
	"2011"	"2011"	"Nueces County, TX"	"48355"	"Other opioids"	"T40.2"	28	343281	8.2
	"2011"	"2011"	"Nueces County, TX"	"48355"	"Cocaine"	"T40.5"	16	343281	Unreliable
	"2011"	"2011"	"Tarrant County, TX"	"48439"	"Heroin"	"T40.1"	37	1849815	2.0
	"2011"	"2011"	"Tarrant County, TX"	"48439"	"Other opioids"	"T40.2"	21	1849815	1.1
	"2011"	"2011"	"Tarrant County, TX"	"48439"	"Cocaine"	"T40.5"	31	1849815	1.7
	"2011"	"2011"	"Travis County, TX"	"48453"	"Heroin"	"T40.1"	28	1063130	2.6
	"2011"	"2011"	"Travis County, TX"	"48453"	"Other opioids"	"T40.2"	16	1063130	Unreliable
	"2011"	"2011"	"Travis County, TX"	"48453"	"Methadone"	"T40.3"	10	1063130	Unreliable
	"2011"	"2011"	"Travis County, TX"	"48453"	"Cocaine"	"T40.5"	26	1063130	2.4
	"2011"	"2011"	"Webb County, TX"	"48479"	"Heroin"	"T40.1"	11	256496	Unreliable
	"2011"	"2011"	"Webb County, TX"	"48479"	"Cocaine"	"T40.5"	10	256496	Unreliable
	"2011"	"2011"	"Williamson County, TX"	"48491"	"Other opioids"	"T40.2"	13	442782	Unreliable
	"2011"	"2011"	"Davis County, UT"	"49011"	"Other opioids"	"T40.2"	18	311811	Unreliable
	"2011"	"2011"	"Iron County, UT"	"49021"	"Other opioids"	"T40.2"	11	46740	Unreliable
	"2011"	"2011"	"Salt Lake County, UT"	"49035"	"Heroin"	"T40.1"	24	1048985	2.3
	"2011"	"2011"	"Salt Lake County, UT"	"49035"	"Other opioids"	"T40.2"	113	1048985	10.8
	"2011"	"2011"	"Salt Lake County, UT"	"49035"	"Methadone"	"T40.3"	37	1048985	3.5
	"2011"	"2011"	"Salt Lake County, UT"	"49035"	"Other synthetic narcotics"	"T40.4"	30	1048985	2.9
	"2011"	"2011"	"Salt Lake County, UT"	"49035"	"Cocaine"	"T40.5"	24	1048985	2.3
	"2011"	"2011"	"Salt Lake County, UT"	"49035"	"Other and unspecified narcotics"	"T40.6"	10	1048985	Unreliable
	"2011"	"2011"	"Utah County, UT"	"49049"	"Heroin"	"T40.1"	18	530499	Unreliable
	"2011"	"2011"	"Utah County, UT"	"49049"	"Other opioids"	"T40.2"	57	530499	10.7
	"2011"	"2011"	"Utah County, UT"	"49049"	"Methadone"	"T40.3"	12	530499	Unreliable
	"2011"	"2011"	"Utah County, UT"	"49049"	"Cocaine"	"T40.5"	12	530499	Unreliable
	"2011"	"2011"	"Washington County, UT"	"49053"	"Other opioids"	"T40.2"	11	141666	Unreliable
	"2011"	"2011"	"Weber County, UT"	"49057"	"Heroin"	"T40.1"	13	234420	Unreliable
	"2011"	"2011"	"Weber County, UT"	"49057"	"Other opioids"	"T40.2"	39	234420	16.6
	"2011"	"2011"	"Chittenden County, VT"	"50007"	"Other opioids"	"T40.2"	10	157491	Unreliable
	"2011"	"2011"	"Fairfax County, VA"	"51059"	"Heroin"	"T40.1"	10	1100692	Unreliable
	"2011"	"2011"	"Fairfax County, VA"	"51059"	"Other opioids"	"T40.2"	22	1100692	2.0
	"2011"	"2011"	"Henrico County, VA"	"51087"	"Heroin"	"T40.1"	10	310445	Unreliable
	"2011"	"2011"	"Prince William County, VA"	"51153"	"Other opioids"	"T40.2"	16	419006	Unreliable
	"2011"	"2011"	"Russell County, VA"	"51167"	"Other opioids"	"T40.2"	12	28749	Unreliable
	"2011"	"2011"	"Tazewell County, VA"	"51185"	"Other opioids"	"T40.2"	19	44715	Unreliable
	"2011"	"2011"	"Norfolk city, VA"	"51710"	"Heroin"	"T40.1"	11	242628	Unreliable
	"2011"	"2011"	"Norfolk city, VA"	"51710"	"Other opioids"	"T40.2"	12	242628	Unreliable
	"2011"	"2011"	"Richmond city, VA"	"51760"	"Heroin"	"T40.1"	13	205533	Unreliable
	"2011"	"2011"	"Virginia Beach city, VA"	"51810"	"Other opioids"	"T40.2"	14	442707	Unreliable
	"2011"	"2011"	"Clark County, WA"	"53011"	"Heroin"	"T40.1"	16	433418	Unreliable
	"2011"	"2011"	"Clark County, WA"	"53011"	"Other opioids"	"T40.2"	21	433418	4.8
	"2011"	"2011"	"Clark County, WA"	"53011"	"Other and unspecified narcotics"	"T40.6"	12	433418	Unreliable
	"2011"	"2011"	"Cowlitz County, WA"	"53015"	"Heroin"	"T40.1"	13	102478	Unreliable
	"2011"	"2011"	"King County, WA"	"53033"	"Heroin"	"T40.1"	31	1969722	1.6
	"2011"	"2011"	"King County, WA"	"53033"	"Other opioids"	"T40.2"	69	1969722	3.5
	"2011"	"2011"	"King County, WA"	"53033"	"Methadone"	"T40.3"	58	1969722	2.9
	"2011"	"2011"	"King County, WA"	"53033"	"Other synthetic narcotics"	"T40.4"	17	1969722	Unreliable
	"2011"	"2011"	"King County, WA"	"53033"	"Cocaine"	"T40.5"	49	1969722	2.5
	"2011"	"2011"	"King County, WA"	"53033"	"Other and unspecified narcotics"	"T40.6"	68	1969722	3.5
	"2011"	"2011"	"Pierce County, WA"	"53053"	"Heroin"	"T40.1"	10	807904	Unreliable
	"2011"	"2011"	"Pierce County, WA"	"53053"	"Other opioids"	"T40.2"	52	807904	6.4
	"2011"	"2011"	"Pierce County, WA"	"53053"	"Methadone"	"T40.3"	42	807904	5.2
	"2011"	"2011"	"Snohomish County, WA"	"53061"	"Heroin"	"T40.1"	40	722400	5.5
	"2011"	"2011"	"Snohomish County, WA"	"53061"	"Other opioids"	"T40.2"	73	722400	10.1
	"2011"	"2011"	"Snohomish County, WA"	"53061"	"Methadone"	"T40.3"	45	722400	6.2
	"2011"	"2011"	"Snohomish County, WA"	"53061"	"Other synthetic narcotics"	"T40.4"	10	722400	Unreliable
	"2011"	"2011"	"Snohomish County, WA"	"53061"	"Cocaine"	"T40.5"	23	722400	3.2
	"2011"	"2011"	"Snohomish County, WA"	"53061"	"Other and unspecified narcotics"	"T40.6"	14	722400	Unreliable
	"2011"	"2011"	"Spokane County, WA"	"53063"	"Other opioids"	"T40.2"	18	473761	Unreliable
	"2011"	"2011"	"Thurston County, WA"	"53067"	"Other opioids"	"T40.2"	10	256591	Unreliable
	"2011"	"2011"	"Thurston County, WA"	"53067"	"Methadone"	"T40.3"	10	256591	Unreliable
	"2011"	"2011"	"Whatcom County, WA"	"53073"	"Other and unspecified narcotics"	"T40.6"	14	203663	Unreliable
	"2011"	"2011"	"Berkeley County, WV"	"54003"	"Other opioids"	"T40.2"	14	105750	Unreliable
	"2011"	"2011"	"Boone County, WV"	"54005"	"Other opioids"	"T40.2"	26	24444	106.4
	"2011"	"2011"	"Cabell County, WV"	"54011"	"Other opioids"	"T40.2"	28	96653	29.0
	"2011"	"2011"	"Cabell County, WV"	"54011"	"Cocaine"	"T40.5"	12	96653	Unreliable
	"2011"	"2011"	"Fayette County, WV"	"54019"	"Other opioids"	"T40.2"	19	45699	Unreliable
	"2011"	"2011"	"Greenbrier County, WV"	"54025"	"Other opioids"	"T40.2"	11	35800	Unreliable
	"2011"	"2011"	"Harrison County, WV"	"54033"	"Other opioids"	"T40.2"	17	69436	Unreliable
	"2011"	"2011"	"Kanawha County, WV"	"54039"	"Other opioids"	"T40.2"	49	192315	25.5
	"2011"	"2011"	"Kanawha County, WV"	"54039"	"Other synthetic narcotics"	"T40.4"	15	192315	Unreliable
	"2011"	"2011"	"Kanawha County, WV"	"54039"	"Cocaine"	"T40.5"	15	192315	Unreliable
	"2011"	"2011"	"Lincoln County, WV"	"54043"	"Other opioids"	"T40.2"	12	21550	Unreliable
	"2011"	"2011"	"Logan County, WV"	"54045"	"Other opioids"	"T40.2"	22	36457	60.3
	"2011"	"2011"	"McDowell County, WV"	"54047"	"Other opioids"	"T40.2"	24	21729	110.5
	"2011"	"2011"	"Mercer County, WV"	"54055"	"Other opioids"	"T40.2"	36	62465	57.6
	"2011"	"2011"	"Mingo County, WV"	"54059"	"Other opioids"	"T40.2"	15	26563	Unreliable
	"2011"	"2011"	"Nicholas County, WV"	"54067"	"Other opioids"	"T40.2"	14	26268	Unreliable
	"2011"	"2011"	"Putnam County, WV"	"54079"	"Other opioids"	"T40.2"	13	56008	Unreliable
	"2011"	"2011"	"Raleigh County, WV"	"54081"	"Other opioids"	"T40.2"	50	79127	63.2
	"2011"	"2011"	"Wayne County, WV"	"54099"	"Other opioids"	"T40.2"	17	42126	Unreliable
	"2011"	"2011"	"Wyoming County, WV"	"54109"	"Other opioids"	"T40.2"	26	23419	111.0
	"2011"	"2011"	"Dane County, WI"	"55025"	"Heroin"	"T40.1"	17	495959	Unreliable
	"2011"	"2011"	"Dane County, WI"	"55025"	"Other opioids"	"T40.2"	35	495959	7.1
	"2011"	"2011"	"Dane County, WI"	"55025"	"Methadone"	"T40.3"	14	495959	Unreliable
	"2011"	"2011"	"Kenosha County, WI"	"55059"	"Heroin"	"T40.1"	11	167293	Unreliable
	"2011"	"2011"	"Milwaukee County, WI"	"55079"	"Heroin"	"T40.1"	43	952532	4.5
	"2011"	"2011"	"Milwaukee County, WI"	"55079"	"Other opioids"	"T40.2"	83	952532	8.7
	"2011"	"2011"	"Milwaukee County, WI"	"55079"	"Methadone"	"T40.3"	23	952532	2.4
	"2011"	"2011"	"Milwaukee County, WI"	"55079"	"Other synthetic narcotics"	"T40.4"	20	952532	2.1
	"2011"	"2011"	"Milwaukee County, WI"	"55079"	"Cocaine"	"T40.5"	55	952532	5.8
	"2011"	"2011"	"Racine County, WI"	"55101"	"Other opioids"	"T40.2"	10	195388	Unreliable
	"2011"	"2011"	"Waukesha County, WI"	"55133"	"Other opioids"	"T40.2"	20	390730	5.1
	"2012"	"2012"	"Jefferson County, AL"	"01073"	"Heroin"	"T40.1"	28	660009	4.2
	"2012"	"2012"	"Jefferson County, AL"	"01073"	"Other opioids"	"T40.2"	21	660009	3.2
	"2012"	"2012"	"Walker County, AL"	"01127"	"Methadone"	"T40.3"	10	66221	Unreliable
	"2012"	"2012"	"Anchorage Borough, AK"	"02020"	"Heroin"	"T40.1"	11	298610	Unreliable
	"2012"	"2012"	"Anchorage Borough, AK"	"02020"	"Other opioids"	"T40.2"	15	298610	Unreliable
	"2012"	"2012"	"Anchorage Borough, AK"	"02020"	"Cocaine"	"T40.5"	15	298610	Unreliable
	"2012"	"2012"	"Matanuska-Susitna Borough, AK"	"02170"	"Other opioids"	"T40.2"	11	93925	Unreliable
	"2012"	"2012"	"Cochise County, AZ"	"04003"	"Other opioids"	"T40.2"	13	132088	Unreliable
	"2012"	"2012"	"Maricopa County, AZ"	"04013"	"Heroin"	"T40.1"	64	3942169	1.6
	"2012"	"2012"	"Maricopa County, AZ"	"04013"	"Other opioids"	"T40.2"	150	3942169	3.8
	"2012"	"2012"	"Maricopa County, AZ"	"04013"	"Methadone"	"T40.3"	26	3942169	0.7
	"2012"	"2012"	"Maricopa County, AZ"	"04013"	"Other synthetic narcotics"	"T40.4"	15	3942169	Unreliable
	"2012"	"2012"	"Maricopa County, AZ"	"04013"	"Cocaine"	"T40.5"	25	3942169	0.6
	"2012"	"2012"	"Maricopa County, AZ"	"04013"	"Other and unspecified narcotics"	"T40.6"	24	3942169	0.6
	"2012"	"2012"	"Mohave County, AZ"	"04015"	"Other opioids"	"T40.2"	27	203334	13.3
	"2012"	"2012"	"Mohave County, AZ"	"04015"	"Other and unspecified narcotics"	"T40.6"	11	203334	Unreliable
	"2012"	"2012"	"Pima County, AZ"	"04019"	"Heroin"	"T40.1"	29	992394	2.9
	"2012"	"2012"	"Pima County, AZ"	"04019"	"Other opioids"	"T40.2"	101	992394	10.2
	"2012"	"2012"	"Pima County, AZ"	"04019"	"Methadone"	"T40.3"	16	992394	Unreliable
	"2012"	"2012"	"Pima County, AZ"	"04019"	"Other synthetic narcotics"	"T40.4"	11	992394	Unreliable
	"2012"	"2012"	"Pima County, AZ"	"04019"	"Cocaine"	"T40.5"	33	992394	3.3
	"2012"	"2012"	"Pinal County, AZ"	"04021"	"Other opioids"	"T40.2"	28	387365	7.2
	"2012"	"2012"	"Yavapai County, AZ"	"04025"	"Other opioids"	"T40.2"	21	212637	9.9
	"2012"	"2012"	"Pulaski County, AR"	"05119"	"Other opioids"	"T40.2"	22	388953	5.7
	"2012"	"2012"	"Alameda County, CA"	"06001"	"Other opioids"	"T40.2"	21	1554720	1.4
	"2012"	"2012"	"Alameda County, CA"	"06001"	"Methadone"	"T40.3"	11	1554720	Unreliable
	"2012"	"2012"	"Alameda County, CA"	"06001"	"Cocaine"	"T40.5"	16	1554720	Unreliable
	"2012"	"2012"	"Butte County, CA"	"06007"	"Other opioids"	"T40.2"	12	221539	Unreliable
	"2012"	"2012"	"Contra Costa County, CA"	"06013"	"Other opioids"	"T40.2"	22	1079597	2.0
	"2012"	"2012"	"Contra Costa County, CA"	"06013"	"Methadone"	"T40.3"	16	1079597	Unreliable
	"2012"	"2012"	"Fresno County, CA"	"06019"	"Other opioids"	"T40.2"	29	947895	3.1
	"2012"	"2012"	"Fresno County, CA"	"06019"	"Methadone"	"T40.3"	10	947895	Unreliable
	"2012"	"2012"	"Humboldt County, CA"	"06023"	"Other opioids"	"T40.2"	15	134827	Unreliable
	"2012"	"2012"	"Kern County, CA"	"06029"	"Heroin"	"T40.1"	11	856158	Unreliable
	"2012"	"2012"	"Kern County, CA"	"06029"	"Other opioids"	"T40.2"	28	856158	3.3
